Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
RSA,19840201.03,FLT,SAA,039,$,50 years South African Airways flights    ,35000,,,Flight and Aircraft,,,
RSA,19840201.04,FLT,KPA,1.57,$$$,Flight 50th Ann of SAA,,,,Flight and Aircraft,,,
RSA,19840224.01,FDC,SPO,4.007,$,English Authors        ,150000,426,,Literature/Writers,,,
RSA,19840224.02,FDC,SLK,84.01,$$$,SILK English Authors       ,,426,,Literature/Writers,,,
RSA,19840302.01,FLT,APH,078,$$$,First trans Africa flight London JHB,,,,Flight and Aircraft,,,
RSA,19840312.01,MIL,SMO,15,$,44 Squadron 10 0 issued     ,,,,Flight and Aircraft,Military,,
RSA,19840316.01,RWY,PRV,,$$$$,White train commemorating Nkomato Accord,,,101,Railway/Trains,Government and Politics,,
RSA,19840316.02,RWY,PRV,,$$$$,White Train Comm Nkomati Accord,,,101,Railway/Trains,Government and Politics,,
RSA,19840319.01,CMC,SPO,,$,Gold Festival Welkom       ,,428,,Mining/Minerals,Manufacturing/Industries,,
RSA,19840319.02,CMC,PRV,,$,Gold Festival Welkom       ,,428,,Mining/Minerals,Manufacturing/Industries,,
RSA,19840320.01,CMC,SPO,,$,Kuruman Moffat Mission       ,,427,,Religion/Churches,,,
RSA,19840330.01,FLT,KPA,1.59,$$$,UTA flight A la Francaise JHB Paris   ,,,,Flight and Aircraft,,,
RSA,19840331.01,FLT,APH,065,$$,Last date of 10c rate     ,,,,Flight and Aircraft,,,
RSA,19840331.02,RWY,PRV,,$$$,100 years of Steam      ,5000,,103,Railway/Trains,,,
RSA,19840331.03,RWY,PRV,,$$$,De Aar 100       ,400,,104,Railway/Trains,,,
RSA,19840401.01,FLT,APH,066,$$,First day of 11c Postal rate    ,,,,Flight and Aircraft,Postal History,,
RSA,19840402.01,FDC,SLK,84.01,$$$,SILK First day of use of new 11c stamp ,,,,,,,
RSA,19840402.02,FLT,APH,067,$$,First day of use of new 11c stamp  ,,,,Flight and Aircraft,Postal History,,
RSA,19840511.01,CMC,SPO,,$,Forestry Research        ,,429,,Forestry/Trees,,,
RSA,19840514.01,FLT,APH,079A,$$$,Last flight landing at Mafikeng     ,,,,Flight and Aircraft,,,
RSA,19840516.01,FLT,APH,084A,$$$,First flight landing in Mmbatho     ,,,,Flight and Aircraft,,,
RSA,19840518.01,CMC,PRV,,$$,MKTV 75 years Tobacco      ,,,,Agriculture/Farming,,,
RSA,19840608.01,FDC,SPO,4.008,$,Minerals         ,150000,431,,Mining/Minerals,,,
RSA,19840608.02,MIL,SMO,16,$,The Glorious First of June     ,,,,Flight and Aircraft,Military,,
RSA,19840608.03,FDC,SLK,84.02,$$$,SILK Minerals        ,,431,,Mining/Minerals,,,
RSA,19840612.01,CMC,SPO,,$,South African Printing Industry 200     ,,432,,,,,
RSA,19840630.01,FLT,APH,081,$$,Last day pf 25c Airmail Rate    ,,,,Flight and Aircraft,Postal History,,
RSA,19840630.02,CMC,SPO,,$,National Youth Philatelic Exhib. Pinegowrie     ,,433,,Stamp Exhibition,,,
RSA,19840701.01,FLT,APH,080,$$,First day of New 30c Rate    ,,,,Flight and Aircraft,Postal History,,
RSA,19840701.02,FLT,APH,083,$$,First day of New 25c Rate    ,,,,Flight and Aircraft,Postal History,,
RSA,19840701.03,RWY,SAT,001,$$$,SA Railway Police       ,2050,,105,Railway/Trains,,,
RSA,19840702.01,CMC,SPO,,$,Die Akedemie 75       ,,434,,Afrikaans language,Science and Technology,,
RSA,19840723.01,CMC,SPO,,$,Kaffrarian Museum King William Town     ,,435,,Museums,,,
RSA,19840813.01,MIL,SMO,17,$,Warschaw 1944 10 0 issued     ,,,,Military,Flight and Aircraft,,
RSA,19840824.01,FDC,SPO,4.009,$,Bridges         ,140000,436,108,Bridges/Dams,,,
RSA,19840824.02,FDC,SLK,84.03,$$$,SILK Bridges        ,,436,,Bridges/Dams,,,
RSA,19840824.03,FIL,PRV,,$,SANPHIL84 Sandton Philatelic Society      ,,,,Stamp Exhibition,Bridges/Dams,,
RSA,19840827.01,FIL,PRV,,$,Sasolburg Stamp Society       ,,,,Stamp Exhibition,,,
RSA,19840903.01,FDC,SPO,4.009.1,$,New Constitution        ,120000,441,,Government and Politics,Constitution,,
RSA,19840903.02,FDC,SLK,84.04,$$$,SILK New Constitution       ,,,,Government and Politics,Constitution,,
RSA,19840918.01,CMC,PRV,,$,AUPEX 84 Stamp Exhibition      ,,442,,Stamp Exhibition,,,
RSA,19840918.02,CMC,SPO,,$,AUPEX 84 Stamp Exhibition      ,,,,Stamp Exhibition,,,
RSA,19840926.01,CMC,PRV,,$$$,Opening Presidents Council       ,,,,Government and Politics,,,
RSA,19840928.01,FLT,KPA,1.61,$$$,British Airways flight London Cape Town also APH095  ,,,,Flight and Aircraft,,,
RSA,19840928.02,FLT,APH,095,$$$,British Airways flight Cape Town London also KMP1.61,,,,Flight and Aircraft,,,
RSA,19840929.01,FLT,KPA,1.62,$$$,British Airways flight Cape Town London also APH096,,,,Flight and Aircraft,,,
RSA,19840929.02,FLT,APH,096,$$$,British Airways flight Cape Town London also KMP1.62,,,,Flight and Aircraft,,,
RSA,19841030.01,FLT,APH,088,$$$,Flight JHB DBN Mauritius      ,,,,Flight and Aircraft,,,
RSA,19841102.01,FDC,SPO,4.009.2,$,President PW Botha       ,130000,443,,Presidents and Leaders,,,
RSA,19841102.02,FLT,KPA,1.65,$$$,Flight CPT London       ,,,,Flight and Aircraft,,,
RSA,19841102.03,FDC,SLK,84.05,$$$,SILK President PW Botha      ,,443,,Presidents and Leaders,,,
RSA,19841103.01,FLT,KPA,1.71,$$$,First Scheduled Non Stop Flight Frankfurt JHB,,,,Flight and Aircraft,,,
RSA,19841103.02,FLT,KPA,1.67,$$$,First Scheduled Non Stop Flight JHB Frankfurt,,,,Flight and Aircraft,,,
RSA,19841109.01,FDC,SPO,4.010,$,Military Decorations        ,135000,444,,Military,,,
RSA,19841109.02,FDC,SPO,4.010.1,$,Military Decorations        ,,444,,Military,,,
RSA,19841109.03,FDC,SPO,S12,$,Military Decorations        ,90000,444,,Military,,,
RSA,19841109.04,FDC,SLK,84.06,$$$,SILK Military Decorations       ,,444,,Military,,,
RSA,19841109.05,FDC,SLK,84.07,$$$,SILK Military Decorations       ,,444,,Military,,,
RSA,19841123.01,MIL,SMO,18,$,Farewell Shackleton        ,,,,Military,Flight and Aircraft,,
RSA,19841218.01,CMC,PRV,,$$$,In the Footsteps of Scott     ,,,,Antarctica,,,
RSA,19850102.01,CMC,SPO,,$,University of Natal       ,,445,,Education,,,
RSA,19850112.01,CMC,PRV,,$$$,Cape to Uruguay on Momentum Life    ,,,,Ships/Maritime,,,
RSA,19850201.01,RWY,SAT,,$$$$$,Last Journey Drakensberg Express (JHB Durban),500,,110,Railway/Trains,,,
RSA,19850203.01,RWY,SAT,,$$$$$,Last Journey Drakensberg Express (Durban JHB),500,,111,Railway/Trains,,,
RSA,19850222.01,FDC,SPO,4.011,$,Frans Oerder paintings       ,120000,447,,Paintings,,,
RSA,19850222.02,FDC,SPO,S13,$,MS Frans Oerder paintings      ,70000,447,,Paintings,,,
RSA,19850222.03,FDC,GLD,85.04,$$$$,GOLD Frans David Oerder,150,447,,Paintings,,,
RSA,19850222.04,FDC,GLD,85.05,$$$$,GOLD MS Frans David Oerder,150,447,,Paintings,,,
RSA,19850222.05,FDC,SLK,85.01,$$$,SILK MS Frans Oerder paintings     ,,447,,Paintings,,,
RSA,19850222.06,FDC,SLK,85.01,$$$,SILK MS Frans Oerder paintings     ,,447,,Paintings,,,
RSA,19850222.07,CMC,SPO,,$,Girl Guides        ,,448,,Boy Scouts/Girl Guides,,,
RSA,19850223.01,MIL,SMO,19,$,Canberra Flight from Waterkloof to Durban    ,,,,Military,Flight and Aircraft,,
RSA,19850311.01,FLT,APH,079,$$$,100th Ann first Balloon flight in SA   ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19850313.01,RWY,SAT,,$$$,Renaming of Mazista Train Station,48,,112,Railway/Trains,,,
RSA,19850318.01,MIL,NAV,06,$$,21 Years SAS Pres Pretorius     ,,,,Ships/Maritime,Military,,
RSA,19850321.01,CMC,PRV,,$,Centenary University Stellenbosch Atletics      ,,,,Education,,,
RSA,19850328.01,FLT,APH,085,$$$,BA Concorde First Flight London CPT    ,,,,Flight and Aircraft,Atletics,Sport,
RSA,19850328.02,FLT,FAL,,$$$,BA Concorde First Flight London CPT    ,,,,Flight and Aircraft,,,
RSA,19850329.01,FLT,APH,086,$$$,BA Concorde First Flight CPT London,,,,Flight and Aircraft,,,
RSA,19850331.01,FLT,KPA,1.73,$$$,SAA flight Johannesburg Zurich      ,,,,Flight and Aircraft,,,
RSA,19850401.01,FDC,SPO,4.011.1,$,Buildings         ,,449,,Towns/Cities History,Architecture,,
RSA,19850401.02,FLT,APH,101,$$$,Flight SAA Zurich to JHB     ,,,,Flight and Aircraft,,,
RSA,19850401.03,FLT,APH,102,$$$,Flight SAA Lichtenstein to JHB     ,,,,Flight and Aircraft,,,
RSA,19850401.04,FDC,GLD,85.09S,$$$$,GOLD Collection of various stamps     ,,449,,,,,
RSA,19850401.05,FDC,SLK,85.02,$$$,SILK Buildings        ,,449,,Towns/Cities History,Architecture,,
RSA,19850401.06,FLT,PRV,,$$$,SAA flight Zurich JHB,,,,Flight and Aircraft,,,
RSA,19850402.01,CMC,SPO,,$,Groot Constantia 300       ,,450,,Food and Drink,,,
RSA,19850411.01,MIL,SMO,20,$,44th Ann 1st SAAF DSO     ,,,,Flight and Aircraft,Military,,
RSA,19850415.01,CMC,SPO,,$,50 years Postal and Telegraph Ass of SA  ,,451,,Postal History,,,
RSA,19850424.01,CMC,PRV,,$,Cape Town Highlanders Ann.      ,,,,Military,Uniforms/Costumes,,
RSA,19850430.01,MIL,NAV,07,$$,SAS Inkonkoni Centenary       ,,,,Military,Ships/Maritime,,
RSA,19850504.01,RWY,SAT,,$$$,Metroblitz Last passenger trip JHB PTA,60,,113,Railway/Trains,,,
RSA,19850506.01,CMC,SPO,,$,Organized Pharmacy of SA      ,,452,,Health/Medicine,,,
RSA,19850506.02,RWY,SAT,,$$$,Metroblitz New Running Times,60,,114,Railway/Trains,,,
RSA,19850514.01,FIL,PRV,,$$,ISRAPHIL Stamp Exhibition,,,,,,,
RSA,19850515.01,FDC,SPO,4.012,$,Cape Parliamentary Buildings       ,120000,454,,Government and Politics,,,
RSA,19850515.02,FDC,GLD,85.13,$$$$,GOLD Cape Parliamentary Buildings      ,,454,,Government and Politics,,,
RSA,19850515.03,FDC,SLK,85.03,$$$,SILK Parliament Buildings       ,,454,,Government and Politics,,,
RSA,19850515.04,CMC,PRV,,$,Parliament Date stamps       ,,454,,Government and Politics,,,
RSA,19850515.05,CMC,PRV,,$,Parliament Buildings 100 Years,,454,,Government and Politics,,,
RSA,19850520.01,RWY,SAT,,$$$,Opening Newcastle Vooruitsig Mountain Train Route,25,,115,Railway/Trains,,,
RSA,19850524.01,CMC,SPO,,$,Pilgrims Rest        ,,455,,Towns/Cities History,Tourism,,
RSA,19850530.01,RWY,SPO,,$,SA Transport Services       ,25000,456,117,Railway/Trains,,,
RSA,19850615.01,MIL,SMO,21,$$,60th Ann Experimental Airmail Service     ,,,,Flight and Aircraft,Military,,
RSA,19850622.01,RWY,PRV,,$$$,Durban to Point Steam Train (Durban date stamp),,,118,Railway/Trains,,,
RSA,19850622.02,RWY,PRV,,$$$,Durban to Point Steam Train  (Point date stamp),,,118,Railway/Trains,,,
RSA,19850622.03,RWY,SAT,,$$$,125 Years First Passenger Train SA,,,118,Railway/Trains,,,
RSA,19850629.01,CMC,SPO,,$,National Youth Stamp Exhibition Sasolburg     ,,457,,Stamp Exhibition,,,
RSA,19850716.01,CMC,PRV,,$,Stellenbosch 300 Years,,289,,Towns/Cities History,,,
RSA,19850726.01,RWY,TRS,,$$$,50 Years 16 E Class Locomotive,200,,122,Railway/Trains,,,
RSA,19850805.01,FLT,APH,087,$$$,50th Ann flight Rand Airport     ,,,,Flight and Aircraft,,,
RSA,19850805.02,FLT,KPA,1.76,$$$,50th Ann flight Rand Airport     ,,,,Flight and Aircraft,,,
RSA,19850806.01,FLT,SAA,040,$,50 years Flight JHB CPT     ,35000,,,Flight and Aircraft,,,
RSA,19850806.02,FIL,SPO,,$,ELPEX 85 Stamp Exhibition      ,,458,,Stamp Exhibition,,,
RSA,19850806.03,FIL,SPO,,$,ELPEX 85 Stamp Exhibition      ,,458,,Stamp Exhibition,,,
RSA,19850809.01,FLT,SAA,041,$,50 years Flight CPT JHB     ,35000,,,Flight and Aircraft,,,
RSA,19850823.01,FDC,SPO,4.013,$,Flowers         ,120000,459,,Flora/Flowers,,,
RSA,19850823.02,FDC,GLD,85.20,$$$$,GOLD Flowers        ,,459,,Flora/Flowers,,,
RSA,19850823.03,FDC,SLK,85.04,$$$,SILK Flowers        ,,459,,Flora/Flowers,,,
RSA,19850902.01,RWY,PRV,,$$$,100 Years completion East London Aliwal North railway line,,,,Railway/Trains,,,
RSA,19850920.01,MIL,SMO,22,$,21st Ann WASP Helicopter      ,,,,Flight and Aircraft,Military,,
RSA,19851001.01,CMC,SPO,,$,Durban Expo 85       ,,460,,Tourism,,,
RSA,19851001.02,RWY,TRS,,$$$,50 Years 19C Class Locomotive,200,,124,Railway/Trains,,,
RSA,19851010.01,RWY,PRV,,$$$,25th Ann Railroad Society      ,300,,125,Railway/Trains,,,
RSA,19851011.01,RWY,PRV,,$$$,Kimberley Centenary Museum Coach,,,126,Railway/Trains,,,
RSA,19851012.01,RWY,PRV,,$$$,Kimberley Tramways,,,127,Railway/Trains,,,
RSA,19851021.01,CMC,SPO,,$,First mine in South Africa Namaqualand    ,,461,,Mining/Minerals,,,
RSA,19851105.01,FDC,SPO,4.014,$,Cape Silver        ,110000,462,,Arts/Culture/Traditions,,,
RSA,19851105.02,FDC,GLD,85.25,$$$$,GOLD Cape Silver       ,,462,,Arts/Culture/Traditions,,,
RSA,19851105.03,FDC,SLK,85.05,$$$,SILK Cape Silver       ,,462,,Arts/Culture/Traditions,,,
RSA,19851105.04,FIL,PRV,,$,Benoni Mini Stamp Exhibition      ,,,,Stamp Exhibition,,,
RSA,19851128.01,RWY,PRV,,$$$,100 Years De Aar Kimberley Railway Line,,,129,Railway/Trains,,,
RSA,19851130.01,MIL,NAV,08,$$,SA Naval Dockyard       ,,,,Military,Ships/Maritime,,
RSA,19851217.01,FLT,SAA,042,$,Flight DC3 50 years      ,35000,,,Flight and Aircraft,,,
RSA,19851217.02,MIL,SMO,23,$,Dakota 50 Golden Years      ,,,,Flight and Aircraft,,,
RSA,19860106.01,RWY,PRV,,$$$,Inauguration railway line Golela Komatipoort,,,130,Railway/Trains,,,
RSA,19860207.01,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.02,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.03,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.04,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.05,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.06,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860207.07,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,600,,131,Towns/Cities History,,,
RSA,19860214.01,RWY,PRV,,$$$,Opening of railway line Golela Komatipoort,,,132,Railway/Trains,,,
RSA,19860220.01,FDC,SPO,4.015,$,Donate Blood        ,120000,463,,Health/Medicine,,,
RSA,19860220.02,FDC,GLD,86.04,$$$$,GOLD Donate Blood       ,,463,,Health/Medicine,,,
RSA,19860220.03,FDC,SLK,86.01,$$$,SILK Donate Blood       ,,463,,Health/Medicine,,,
RSA,19860222.01,CMC,PRV,,$$$,Unveiling of Pres FW Reitz statue Bloemfontein,,,,Towns/Cities History,,,
RSA,19860301.01,RWY,SAR,SAR271,$$$,End of Steam Era      ,725,,133,Railway/Trains,,,
RSA,19860301.02,RWY,SAR,SAR274,$$$,End of Steam Era      ,725,,134,Railway/Trains,,,
RSA,19860305.01,MIL,SMO,24,$,50 Golden Years Spitfire      ,,,,Flight and Aircraft,Military,,
RSA,19860331.01,FLT,KPA,1.81,$$$,Resumption Flights to Botswana,,,,Flight and Aircraft,,,
RSA,19860401.01,FDC,SPO,4.015.1,$,City Hall JHB       ,,464,,Towns/Cities History,Architecture,,
RSA,19860401.02,FDC,SLK,86.02,$$$,SILK City Hall JHB      ,,464,,Towns/Cities History,Architecture,,
RSA,19860402.01,CMC,SPO,,$,11th International Jersey Cattle Conference     ,,465,,Agriculture/Farming,,,
RSA,19860404.01,MIL,NAV,09,$$,25 years Parts Distribution Centre Simonstown    ,5000,,136,Military,,,
RSA,19860404.02,CMC,SPO,,$,1986 Games        ,,466,,Sport,,,
RSA,19860406.01,FLT,KPA,1.78,$$$,Halleys Comet Flight date stamped JHB,,,,Flight and Aircraft,,,
RSA,19860407.01,FLT,APH,117,$$$,Halleys Comet Flight date stamped Durban,,,,Flight and Aircraft,,,
RSA,19860407.02,FLT,KPA,1.79,$$$,Halleys Comet Flight date stamped Durban,,,,Flight and Aircraft,,,
RSA,19860407.03,FLT,KPA,1.80,$$$,Halleys Comet Flight date stamped CPT,,,,Flight and Aircraft,,,
RSA,19860413.01,CMC,PRV,,$$,Gold Reef City       ,2500,,,Mining/Minerals,,,
RSA,19860510.01,CMC,SPO,,$$,JHB 100 Balloon Festival      ,,468,,Flight and Aircraft,Balloon Flights,,
RSA,19860510.02,CMC,PRV,,$$$,JHB 100 Balloon Festival - flown cover ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19860526.01,MIL,SMO,25,$,21st Ann of Buccaneer      ,,,,Flight and Aircraft,Military,,
RSA,19860530.01,FDC,SPO,4.016,$,RSA Flag        ,100000,470,,Flags,National Festivals,,
RSA,19860530.02,FDC,GLD,86.12,$$$$,GOLD RSA Flag       ,,470,,Flags,National Festivals,,
RSA,19860530.03,FDC,SLK,86.03,$$$,SILK RSA Flag       ,,470,,Flags,National Festivals,,
RSA,19860530.04,CMC,SPO,,$,Melrose House        ,,471,,Museums,,,
RSA,19860602.01,MIL,NAV,10,$$,SAS Wingfield 30 Years      ,5000,,,Flight and Aircraft,Military,,
RSA,19860611.01,CMC,PRV,,$$$,Last sitting Provinsiale Raad Bloemfontein     ,,,,Government and Politics,,,
RSA,19860621.01,RWY,PRV,,$$$,100 Years Main Railway Line Durban Ladysmith,,,138,Railway/Trains,,,
RSA,19860704.01,CMC,SPO,,$,Third National Youth Stamp Exhibition     ,,473,,Stamp Exhibition,,,
RSA,19860704.02,CMC,SPO,,$,Pietersburg 100        ,,472,,Towns/Cities History,,,
RSA,19860705.01,CMC,SPO,,$,Radio Pulpit        ,,474,,Communication,Religion/Churches,,
RSA,19860811.01,RWY,PRV,,$$$$,Final closure railway line Port Shepstone to Harding,,,140,Railway/Trains,,,
RSA,19860814.01,FDC,SPO,4.016,$,Postage Labels        ,,,,Postal History,,,
RSA,19860814.02,FDC,SPO,4.017,$,Restoration         ,100000,475,,Towns/Cities History,Architecture,,
RSA,19860814.03,FDC,GLD,86.18,$$$$,GOLD Restouration        ,,475,,Towns/Cities History,Architecture,,
RSA,19860814.04,FDC,SLK,86.04,$$$,SILK Restouration        ,,475,,Towns/Cities History,Architecture,,
RSA,19860814.05,FDC,SLK,86.04,$$$,SILK Frama Labels       ,,,,Postal History,,,
RSA,19860814.06,CMC,SPO,,$,Pilgrims Rest,,476,,Towns/Cities History,Architecture,,
RSA,19860814.07,CMC,PRV,,$,Graaff Reinet,,,,Towns/Cities History,,,
RSA,19860906.01,RWY,PRV,,$$$$,The Rand Tram,,,141,Railway/Trains,,,
RSA,19860913.01,MIL,SMO,26,$$,30th Ann Sabre Mk6      ,,,,Flight and Aircraft,Military,,
RSA,19860922.01,CMC,SPO,,$,Cent. YWCA of SA      ,,479,,Religion/Churches,,,
RSA,19860923.01,CMC,SPO,,$,Germiston 100        ,,480,,Towns/Cities History,,,
RSA,19860923.02,MIL,SMS,04,$$,25th Ann. of Mirage      ,,,,Flight and Aircraft,Military,,
RSA,19860925.01,FDC,SPO,4.018,$,The Golden City       ,90000,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.02,FDC,GLD,86.21,$$$$,GOLD The Golden City      ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.03,FDC,GLD,86.21S,$$$$,GOLD The Golden City      ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.04,FDC,SLK,86.05,$$$,SILK MS Johannesburg       ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.05,FDC,SLK,86.05,$$$,SILK The Golden City      ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.07,FLT,APH,110,$$$,Glider Mail flight JHB 100     ,,,,Flight and Aircraft,,,
RSA,19860925.08,FDC,FOU,01,$$$,MS The Golden City     ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.09,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.10,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860925.11,CMC,GLD,,$$$$,GOLD Johannesburg 100       ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19860930.01,RWY,SAT,,$$$,Last day Railway Police,50,,145,Railway/Trains,Police,,
RSA,19861001.01,RWY,SAP,002,$$$$,Railway Police unified with SA Police,60,,146,Railway/Trains,Police,,
RSA,19861001.02,CMC,SPO,,$,SA Prison Services       ,,483,,Police,Community Services,,
RSA,19861006.01,FDC,SLK,,$$$,SILK Int Stamp Exhibition JHB 100    ,,485,,Stamp Exhibition,,,
RSA,19861006.02,CMC,SPO,,$,Mail Coach Langlaagte       ,,484,,Postal History,,,
RSA,19861006.03,CMC,SPO,,$$,MS Int Stamp Exhibition JHB 100     ,,485,,Stamp Exhibition,,,
RSA,19861006.04,CMC,SPO,,$$$,JHB 100 Flown by Balloon     ,,485,,Stamp Exhibition,Balloon Flights,,
RSA,19861006.05,CMC,SPO,,$$$,JHB 100,,,,Stamp Exhibition,,,
RSA,19861006.06,FIL,SPO,,$,JHB 100 Frama,,485,,Stamp Exhibition,,,
RSA,19861010.01,FLT,APH,114,$$$,Junkers Exhibition flight JHB 100 (purple cancel),,485,,Flight and Aircraft,,,
RSA,19861010.02,FLT,APH,115,$$$,Junkers Exhibition flight JHB 100 (black cancel),,485,,Flight and Aircraft,,,
RSA,19861010.03,FLT,PRV,4.018,$$$,Junkers Exhibition flight JHB 100 (black cancel),,485,,Flight and Aircraft,,,
RSA,19861101.01,FLT,PRV,,$$$,Official C Of A Flight JU 52,,,,Flight and Aircraft,,,
RSA,19861101.02,FLT,PRV,,$$$,Official C Of A Flight JU 52,,,,Flight and Aircraft,,,
RSA,19861102.01,RWY,PRV,,$$$,Jacaranda Steam Train to Cullinan,30,,148,Railway/Trains,,,
RSA,19861106.01,CMC,PRV,,$$,Centenary Ou Hoofgebou Stellenbosch,,,,Education,Architecture,,
RSA,19861111.01,CMC,SPO,,$,Delville Wood Memorial Union Buildings     ,,486,,Monuments,Military,,
RSA,19861115.01,MIL,SMO,27,$$,21st Ann NADS       ,,,,Military,Flight and Aircraft,,
RSA,19861117.01,CMC,SPO,,$,Johannesburg 100        ,,487,,Towns/Cities History,,,
RSA,19861117.02,FDC,SLK,86.02,$$$,SILK Australian Cricket Tour to SA,200,,,Sport,Cricket,,
RSA,19861120.01,FDC,SPO,4.019,$,Scenic Beauty        ,90000,488,,Tourism,Landscapes/Nature,,
RSA,19861120.02,FDC,GLD,86.25,$$$$,GOLD Scenic Beauty       ,,488,,Tourism,Landscapes/Nature,,
RSA,19861120.03,FDC,SLK,86.07,$$$,SILK Scenic Beauty       ,,488,,Tourism,Landscapes/Nature,,
RSA,19861123.01,RWY,PRV,,$$$,Steam Special to Magaliesburg,50,,149,Railway/Trains,,,
RSA,19861129.01,RWY,PRV,,$$$,Steam Special to Magaliesburg,50,,149,Railway/Trains,,,
RSA,19861227.01,FLT,APH,111,$,75 years SA Airmail      ,,492,,Flight and Aircraft,,,
RSA,19870103.01,CMC,PRV,,$$$,Archille Lauro SA to AUS     ,,,,Ships/Maritime,,,
RSA,19870123.01,MIL,SMO,28,$$,42 Squadron        ,,,,Flight and Aircraft,Military,,
RSA,19870126.01,MIL,ARM,01,$$,Cape Flats Bataljion       ,,,,Military,,,
RSA,19870203.01,CMC,SPO,,$,Beaufort West 150       ,,493,,Towns/Cities History,,,
RSA,19870306.01,FDC,SPO,4.020,$,Beetles         ,90000,494,,Insects/Bees,,,
RSA,19870306.02,FDC,SLK,87.01,$$$,SILK Beetles        ,,494,,Insects/Bees,,,
RSA,19870306.03,CMC,SPO,,$,Centenary Womens World Day of Prayer    ,,495,,Religion/Churches,,,
RSA,19870306.04,FDC,GLD,87.07,$$$$,GOLD Beetles        ,,494,,Insects/Bees,,,
RSA,19870307.01,RWY,PRV,,$$$,NG G16 Class No 85 Locomotive Gold Reef City,30,,150,Railway/Trains,,,
RSA,19870310.01,CMC,SPO,,$,Oudtshoorn 100        ,,496,,Towns/Cities History,,,
RSA,19870321.01,CMC,PRV,,$,Boksburg 100        ,,,,Towns/Cities History,,,
RSA,19870401.01,FDC,SPO,4.020.1,$,Durban City Hall       ,,497,,Towns/Cities History,Architecture,,
RSA,19870401.02,MIL,ARM,02,$,2 SA Infantry Battalion      ,,,,Military,,,
RSA,19870401.03,MIL,ARM,03,$,3 SA Infanty 25 years     ,,,,Military,,,
RSA,19870401.04,MIL,ARM,04,$,4 SA Infantry Battalion      ,,,,Military,,,
RSA,19870401.05,MIL,ARM,05,$,5 SA Infantry Training Unit     ,,,,Military,,,
RSA,19870401.06,MIL,ARM,06,$,6 SA Infantry Training Unit     ,,,,Military,,,
RSA,19870401.07,MIL,SHS,1,$$,AB Just Nuisance RN      ,,,,Military,,,
RSA,19870401.08,CMC,SPO,,$,Kuruman 100        ,,498,,Towns/Cities History,,,
RSA,19870401.09,FLT,KPA,,$$$,Comair flight JHB Matsapa,,,,Flight and Aircraft,,,
RSA,19870401.10,FDC,GLD,87.10,$$$$,GOLD Additional Definitive Stamps,,497,,Towns/Cities History,,,
RSA,19870413.01,RWY,PRV,,$$$$,Cape Midlander Train Tour – Magaliesberg,50,,153,Railway/Trains,,,
RSA,19870415.01,RWY,PRV,,$$$$,Cape Midlander Train Tour – Grahamstown,50,,153,Railway/Trains,,,
RSA,19870417.01,RWY,PRV,,$$$$,The Apple Train on Cape Midlander,50,,154,Railway/Trains,,,
RSA,19870419.01,RWY,PRV,,$$$$,George Knysna Branch – Cape Midlander,50,,155,Railway/Trains,,,
RSA,19870420.01,RWY,PRV,,$$$$,Cape Midlander Tour – Mossel Bay,50,,153,Railway/Trains,,,
RSA,19870425.01,CMC,SPO,,$,Krugersdorp 100        ,,500,,Towns/Cities History,,,
RSA,19870502.01,MIL,SMO,29a,$$,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870502.02,MIL,SMO,29b,$$,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870502.03,MIL,SMO,29c,$$,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870502.04,FLT,PRV,,$$$,Comair Flight JHB to Matsapa Swaziland    ,,,,Flight and Aircraft,,,
RSA,19870509.01,CMC,PRV,,$,National Stamp Day       ,,,,Stamp Day,,,
