Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
RSA,19880531.02,CMC,P,,,60 Years SA Flag,,,,Flags,,,
RSA,19880622.01,FLT,P,03,,"Special flight JHB Cairo – Peace talks Angola, Cuba, USA",100,,,Flight and Aircraft,Government and Politics,,
RSA,19880625.01,FLT,P,03,,"Special flight Cairo JHB – Peace talks Angola, Cuba, USA",100,,,Flight and Aircraft,Government and Politics,,
RSA,19880716.01,MIL,P,,,Militaria Expo Pinetown       ,,,,Military,,,
RSA,19880823.01,FLT,P,05,,Special flight JHB Brazzaville – Peace Namibia,,,,Flight and Aircraft,Government and Politics,,
RSA,19880827.01,FLT,P,05,,Special flight Brazzaville JHB – Peace Namibia,,,,Flight and Aircraft,Government and Politics,,
RSA,19880914.01,CMC,P,,,Papal Visit        ,,,,Religion/Churches,,,
RSA,19881006.01,FIL,P,,,Wanderers Philatelic Society       ,,,,Stamp Exhibition,,,
RSA,19881006.02,FLT,P,,,Special Presidential Flight Ivory Coast and Europe,,,,Flight and Aircraft,Government and Politics,,
RSA,19881012.01,FDC,P,,,Special Presidential Flight Ivory Coach and Europe – return,,,,Flight and Aircraft,Government and Politics,,
RSA,19881121.03,CMC,P,,,PMB 150 Glider Mail      ,,,,Flight and Aircraft,,,
RSA,19881121.04,CMC,P,,,PMB 150 Glider Mail B,,,,Flight and Aircraft,,,
RSA,19881121.06,CMC,P,,,Donkerhoek Op Trek na ons Eie,,,,Voortrekkers,,,
RSA,19890209.05,FDC,P,,,Coelacanth JLB Smith Institute      ,,,,Museums,Fish and Marine Life,,
RSA,19890313.01,CMC,P,,,Centenary of SA Test Cricket     ,,,,Sport,Cricket,,
RSA,19890328.01,CMC,P,,,Cape Provincial Hot Air Balloon Championships Tulbach ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19890401.04,MIL,P,,,Anti Aircraft School       ,,,,Military,Flight and Aircraft,,
RSA,19890420.01,FLT,P,,,CA Concorde – The Regal has landed – date stamped CPT,,,,Flight and Aircraft,,,
RSA,19890503.01,FLT,P,,,Hot Air Balloon Championships Bethlehem     ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19890505.03,CMC,P,,,The Kei Explorer Train,,,,Railway/Trains,,,
RSA,19890506.01,FDC,P,,,SAA Flight JHB Comores,,,,Flight and Aircraft,,,
RSA,19890513.01,CMC,P,,,3rd National Stamp Day      ,,,,Stamp Day,,,
RSA,19890615.01,CMC,P,,,Arrival of Hekla in CT Harbour    ,,,,Ships/Maritime,,,
RSA,19890721.01,MIL,P,,,Militaria Expo 89 Durban      ,,,,Military,,,
RSA,19890906.03,CMC,P,,,MS Wanders Philatelic Exhibition helicopter flight    ,,,,Stamp Day,Flight and Aircraft,,
RSA,19890929.01,MIL,P,,,Parachute Batalion        ,,,,Military,Flight and Aircraft,,
RSA,19890929.02,CMC,P,,,Parachute Batalion        ,,,,Military,Flight and Aircraft,,
RSA,19900404.01,FLT,P,,,Aviation Africa 90,,,,Flight and Aircraft,,,
RSA,19900530.01,CMC,P,,,SA Hot-air Balloon Championships Bethlehem ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19900714.01,MIL,P,,,Militaria Expo 90 Pinetown      ,,,,Military,,,
RSA,19900714.02,MIL,P,,,National Colours 84 Motorised Brigade     ,,,,Military,,,
RSA,19900721.01,CMC,P,,,1990 Natal Balloon Fiesta Midmar ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19900801.03,CMC,P,,,Pigeon Mail at Stamp 150 Stamp Exhibition,,,,Flight and Aircraft,,,
RSA,19900811.01,MIL,P,,,SADF National Colours Group 10     ,,,,Military,,,
RSA,19900901.04,FLT,P,,,Flight Madagascar JHB,,,,Flight and Aircraft,,,
RSA,19900922.01,FLT,P,,,Special flight Europe USA – First visit by SA President to USA,30,,,Flight and Aircraft,Government and Politics,,
RSA,19900929.01,MIL,P,,,SADF National Colours Group 27     ,,,,Military,,,
RSA,19901001.02,CMC,P,,,Nigel Post Office 100 years     ,,,,Towns/Cities History,Postal History,,
RSA,19901010.01,MIL,P,,,SADF National Colours Group 11     ,,,,Military,,,
RSA,19910412.01,CMC,P,,,In aid of Huis Palms Walvis Bay   ,,,,,,,
RSA,19910626.01,MIL,P,,,National Colours Dundee Glencoe Commando     ,,,,Military,,,
RSA,19910629.02,MIL,P,,,National Colours Group 9      ,,,,Military,,,
RSA,19910629.03,MIL,P,,,National Colours Group 10      ,,,,Military,,,
RSA,19910629.04,CMC,P,,,Opening of Post Office Complex Port Elizabeth   ,,,,Police,,,
RSA,19910711.01,CMC,P,,,JUNASS 1991 Welkom Signed Underground     ,,632,,Stamp Exhibition,,,
RSA,19910727.01,MIL,P,,,Militaria Expo 91       ,,,,Military,,,
RSA,19911021.01,CMC,P,,,Battle of Talana       ,,644,,Military,Boer War,,
RSA,19911113.01,FLT,P,,,60 Years SA first Airmail Disaster,,,,Flight and Aircraft,,,
RSA,19920304.01,CMC,P,,,Rondebosch Boys High Parachute Mail,,,,Education,,,
RSA,19920325.01,FLT,P,,,Supersonic Launch of BMW 3-Series,,,,Flight and Aircraft,Cars,,
RSA,19920724.03,CMC,P,,,Sport in SA Cricket      ,,671,,Sport,Cricket,,
RSA,19920724.04,CMC,P,,,Sport in SA Rugby      ,,670,,Sport,Rugby,,
RSA,19920724.05,CMC,P,,,Barcelona Olympics        ,,669,,Sport,Olympic Games,Atletics,
RSA,19920724.12,CMC,P,,,Natal Balloon Fiesta 1992 ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19920725.02,MIL,P,,,Militaria Expo 1992 Pinetown      ,,,,Military,,,
RSA,19920803.04,FLT,P,,,Comair City Jet JHB CPT,,,,Flight and Aircraft,,,
RSA,19920803.05,FLT,P,,,Comair City Jet CPT JHB,,,,Flight and Aircraft,,,
RSA,19921113.01,FLT,P,,,100 Years attemped record flight SA to England,,,,Flight and Aircraft,,,
RSA,19921230.01,CMC,P,,,40th Ann. flight to fetch Coelacanth.gif    ,,,,Fish and Marine Life,,,
RSA,19930118.01,CMC,P,,,5th Convention Touris Guide Lecturers PTA,,679,,Tourism,,,
RSA,19930507.02,CMC,P,,,Gandhi Memoria Committee       ,,685,,Famous Persons,,,
RSA,19930522.01,FLT,P,,,Margate Air Show,,,,Flight and Aircraft,,,
RSA,19931129.01,CMC,P,,,Cactus 1993 Bird Rice cover Banknote Cover   ,,,,,,,
RSA,19941125.01,CMC,P,,,1st Cricket Test New Zealand South Africa Wanderers,,,,Sport,Cricket,,
RSA,19941207.01,CMC,P,,,Transvaal Cricket Invitation XI vs Pakistan,,,,Sport,Cricket,,
RSA,19950319.01,CMC,P,,,Royal Visit 1995       ,,790,,Royals,,,
RSA,19950321.01,CMC,P,,,Royal Visit 1995       ,,790,,Royals,,,
RSA,19950611.01,CMC,P,,,RWC Quarter Final Eng Aus     ,,799,,Sport,Rugby,,
RSA,19950618.01,CMC,P,,,RWC Semi Final NZ VS England    ,,799,,Sport,Rugby,,
RSA,19950624.01,CMC,P,,,RWC Final SA NZ      ,,802,,Sport,Rugby,,
RSA,19950624.03,CMC,P,,,RWC Final SA vs NZ     ,,802,,Sport,Rugby,,
RSA,19950801.02,FLT,P,,,75th Ann of Aero Club of SA ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19950831.01,CMC,P,,,Closing of Krugersdorp North Post Office    ,,,,Postal History,,,
RSA,19951006.01,CMC,P,,,90th Ann. Federation Aeronautique Internationale Balloon flight ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19951110.01,FLT,P,,,50 Years UK RSA Direct Mail Service,,,,Flight and Aircraft,,,
RSA,19951110.02,FLT,P,,,50 Years UK RSA Direct Mail Service,,,,Flight and Aircraft,,,
RSA,19961009.04,FIL,P,,,Bloemfontein 150 Stamp Show,,884,,Stamp Exhibition,,,
RSA,19970303.01,CMC,P,,,50 Year Dennesig       ,,,,,,,
RSA,19970612.01,CMC,P,,,Boy Scouts,,918,,Boy Scouts,,,
RSA,19991015.01,CMC,P,,,Siege of Kimberley,,,,Boer War,,,
RSA,19991211.01,CMC,P,,,Battle of Magersfontein,,,,Boer War,,,
RSA,20000101.02,FDC,P,,,Millenium 2000        ,,1055,,Millenium,,,
RSA,20000215.01,CMC,P,,,Relief of Kimberley,,1057,,Boer War,,,
RSA,20000405.02,CMC,P,,,Hideaki Nakano in SA 6.114 Family Day   ,,1062,,,,,
RSA,20000502.01,CMC,P,,,SA National Ballloon Championships ,,,,Flight and Aircraft,Balloon Flights,,
RSA,20000816.01,CMC,P,,,Australia vs SA Cricket matches     ,,,,Sport,Cricket,,
RSA,20030120.01,CMC,P,,,NG Kerk Kuilsrivier 100 Years     ,,,,Religion/Churches,,,
RSA,20030209.01,CMC,P,,,ICC Cricket World Cup      ,,,,Sport,Cricket,,
RSA,20061126.01,FLT,P,,,Proving flight Airbus A380,,,,Flight and Aircraft,,,
RSA,20061126.02,FLT,P,,,Proving flight Airbus A380,,,,Flight and Aircraft,,,
RSA,20061126.03,FLT,P,,,Proving flight Airbus A380,,,,Flight and Aircraft,,,
RSA,20071101.01,FLT,P,,,Last Flight Boeing 747 in SAA colours,,,,Flight and Aircraft,,,
RSA,20071124.01,FLT,P,,,50 Years Flight JHB Perth,,,,Flight and Aircraft,,,
RSA,20081115.01,FLT,P,,,First flight Mango JHB CPT,,,,Flight and Aircraft,,,
RSA,20100605.01,CMC,P,,,Gautrain,,,,Railway/Trains,,,
RSA,20100605.02,CMC,P,,,Gautrain,,,,Railway/Trains,,,
RSA,20100608.01,CMC,P,,,Gautrain,,,,Railway/Trains,,,
RSA,20120612.01,CMC,P,,,Mimi Coetrze        ,,,,Music,Arts/Culture/Traditions,,
RSA,19900421.01,MIL,SAAFM_AF,0001,12.00,50 Years Harvard in SAAF     ,,,,Flags,Military,,
RSA,19900609.01,MIL,SAAFM_AF,0002,12.00,SAAF involvement in SWA      ,,,,Flight and Aircraft,,,
RSA,19911024.01,MIL,SAAFM_AF,0003,12.00,Ann AFSW Brooklyn-Ysterplaat       ,,,,Military,Flight and Aircraft,,
RSA,19911026.01,MIL,SAAFM_AF,0004,15.00,21st Ann SA330 Puma      ,,,,Military,Flight and Aircraft,,
RSA,19920701.01,MIL,SAAFM_AF,0005,12.00,Ann 22 Squadron       ,,,,Military,Flight and Aircraft,,
RSA,19921106.01,MIL,SAAFM_AF,0006,12.00,Ann Silver Falcons       ,,,,Military,Flight and Aircraft,,
RSA,19930210.01,MIL,SAAFM_AF,0007,12.00,Ann 87 Helicopter Flying School     ,,,,Military,Flight and Aircraft,,
RSA,19930806.01,MIL,SAAFM_AF,0008,12.00,30th Ann Lockheed C130B Hercules     ,,,,Military,Flight and Aircraft,,
RSA,19940312.01,MIL,SAAFM_AF,0009,12.00,50th Ann 44 Squadron      ,,,,Military,Flight and Aircraft,,
RSA,19940916.01,MIL,SAAFM_AF,0010,12.00,55th Ann SAAF Telecomm Centre     ,,,,Military,Flight and Aircraft,,
RSA,19950201.03,MIL,SAAFM_AF,0011,12.00,SA Air Force 75 Years     ,,784,,Military,Flight and Aircraft,,
RSA,19950215.02,MIL,SAAFM_AF,0012,12.00,50th Ann 35 Squadron      ,,,,Military,Flight and Aircraft,,
RSA,19950320.01,MIL,SAAFM_AF,0013,12.00,Sir Pierre van Ryneveld      ,,,,Military,,,
RSA,19951118.01,MIL,SAAFM_AF,0014,12.00,55 Years Harvard       ,,,,Military,Flight and Aircraft,,
RSA,19960430.01,MIL,SAAFM_AF,0015,12.00,Ann AFB Swartkop       ,,,,Military,Flight and Aircraft,,
RSA,19970310.01,MIL,SAAFM_AF,0016,12.00,SAAF Operational Mission       ,,903,,Military,Flight and Aircraft,,
RSA,19970621.01,MIL,SAAFM_AF,0017,12.00,Spitfire 50        ,,919,,Military,Flight and Aircraft,,
RSA,19981013.01,MIL,SAAFM_AF,0018,12.00,First flight North American Mustang 325    ,,977,,Military,Flight and Aircraft,,
RSA,20000908.01,MIL,SAAFM_AF,0019,12.00,80th Ann SAAF       ,,1076,,Military,Flight and Aircraft,,
RSA,20000908.02,MIL,SAAFM_AF,0020,12.00,First Flight Sabre MK3      ,,1076,,Military,Flight and Aircraft,,
RSA,20030816.01,MIL,SAAFM_AF,0021,12.00,30 Years Air Force Museum      ,,1160,,Military,Flight and Aircraft,,
RSA,19780727.01,MIL,SAFM,01,350.00,First SAAF cover issued      ,,,,Military,Flight and Aircraft,,
RSA,19780818.01,MIL,SAFM,02,400.00,21 Years Shackleton       ,,,,Military,Flight and Aircraft,,
RSA,19790314.01,MIL,SAFM,03,50.00,Squadron 27        ,,,,Military,Flight and Aircraft,,
RSA,19791006.01,MIL,SAFM,04,30.00,SAAF Berlin Airlift       ,,,,Military,Flight and Aircraft,,
RSA,19800201.02,MIL,SAFM,05,$$,60th Ann. of SAAF      ,,353,,Military,Flight and Aircraft,,
RSA,19801016.01,MIL,SAFM,06,15.00,Squadron 41        ,,,,Military,Flight and Aircraft,,
RSA,19810404.03,MIL,SAFM,07,12.00,4 Squadron Swartkop       ,,,,Military,Flight and Aircraft,,
RSA,19811017.01,MIL,SAFM,08,10.00,Aviation Pioneers        ,,,,Military,Flight and Aircraft,,
RSA,19820513.01,MIL,SAFM,09,10.00,40th Ann Kittyhawk       ,,,,Military,Flight and Aircraft,,
RSA,19820716.01,MIL,SAFM,10,10.00,South African Air Force      ,,,,Military,Flight and Aircraft,,
RSA,19821008.01,MIL,SAFM,11,8.00,25th Ann last Sunderland Flight     ,,,,Military,Flight and Aircraft,,
RSA,19830204.01,MIL,SAFM,12,8.00,40th Ann. Mosquito       ,,,,Military,Flight and Aircraft,,
RSA,19830601.01,MIL,SAFM,13,7.00,40th Ann 28 Squadron      ,,,,Flight and Aircraft,Military,,
RSA,19830914.01,MIL,SAFM,14,7.00,KOS invasion        ,,,,Military,Flight and Aircraft,,
RSA,19840312.01,MIL,SAFM,15,7.00,44 Squadron 10 0 issued     ,,,,Flight and Aircraft,Military,,
RSA,19840608.02,MIL,SAFM,16,7.00,The Glorious First of June     ,,,,Flight and Aircraft,Military,,
RSA,19840813.01,MIL,SAFM,17,7.00,Warschaw 1944 10 0 issued     ,,,,Military,Flight and Aircraft,,
RSA,19841123.01,MIL,SAFM,18,7.00,Farewell Shackleton        ,,,,Military,Flight and Aircraft,,
RSA,19850223.01,MIL,SAFM,19,7.00,Canberra Flight from Waterkloof to Durban    ,,,,Military,Flight and Aircraft,,
RSA,19850411.01,MIL,SAFM,20,7.00,44th Ann 1st SAAF DSO     ,,,,Flight and Aircraft,Military,,
RSA,19850615.01,MIL,SAFM,21,7.00,60th Ann Experimental Airmail Service     ,,,,Flight and Aircraft,Military,,
RSA,19850920.01,MIL,SAFM,22,7.00,21st Ann WASP Helicopter      ,,,,Flight and Aircraft,Military,,
RSA,19851217.02,MIL,SAFM,23,7.00,Dakota 50 Golden Years      ,,,,Flight and Aircraft,,,
RSA,19860305.01,MIL,SAFM,24,8.00,50 Golden Years Spitfire      ,,,,Flight and Aircraft,Military,,
RSA,19860526.01,MIL,SAFM,25,8.00,21st Ann of Buccaneer      ,,,,Flight and Aircraft,Military,,
RSA,19860913.01,MIL,SAFM,26,10.00,30th Ann Sabre Mk6      ,,,,Flight and Aircraft,Military,,
RSA,19861115.01,MIL,SAFM,27,10.00,21st Ann NADS       ,,,,Military,Flight and Aircraft,,
RSA,19870123.01,MIL,SAFM,28,10.00,42 Squadron        ,,,,Flight and Aircraft,Military,,
RSA,19870502.01,MIL,SAFM,29a,10.00,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870502.02,MIL,SAFM,29b,10.00,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870502.03,MIL,SAFM,29c,10.00,Joint Air Training Scheme      ,,,,Military,Flight and Aircraft,,
RSA,19870625.01,MIL,SAFM,30,10.00,SAAF Hawker Hartbees       ,,,,Flight and Aircraft,Military,,
RSA,19871107.01,MIL,SAFM,31,10.00,MAJ. Miller 1917 Recruiting Tour     ,,,,Flight and Aircraft,,,
RSA,19880510.01,MIL,SAFM,32,10.00,Recruiting Campaine Aviation Corps      ,,,,Military,Flight and Aircraft,,
RSA,19880801.01,MIL,SAFM,33,10.00,50th Ann Waterkloof       ,,,,Military,Flight and Aircraft,,
RSA,19881206.01,MIL,SAFM,34,10.00,50th Ann SA Womens Aviation Association    ,,,,Military,Flight and Aircraft,,
RSA,19890306.01,MIL,SAFM,35,10.00,Hawker Hurricane        ,,,,Military,Flight and Aircraft,,
RSA,19890401.03,MIL,SAFM,36,10.00,Formation of 6 Squadron.jpeg      ,,,,Military,Flight and Aircraft,,
RSA,19900315.01,MIL,SAFM,37,10.00,70th Ann of SAAF      ,,,,Flight and Aircraft,Military,,
RSA,19900730.01,MIL,SAFM,38,12.00,70th Ann 1st SAAF Recruit     ,,,,Flight and Aircraft,Military,,
RSA,19910517.01,MIL,SAFM,39,12.00,70 Years First Flying Station     ,,,,Flight and Aircraft,Military,,
RSA,19910530.05,MIL,SAFM,40,12.00,Oldes Living Aviator       ,,,,Military,Flight and Aircraft,,
RSA,19860923.02,MIL,SAAFM_S,04,12.00,25th Ann. of Mirage      ,,,,Flight and Aircraft,Military,,
RSA,19950525.05,MIL,SAAFM_S,01,25.00,75th Ann of SAAF      ,,,,Military,Flight and Aircraft,,
RSA,20010512.03,MIL,SAAFM_S,02,12.00,SAAF Special 50 Years Canberra Service    ,,1095,,Military,Flight and Aircraft,,
RSA,20010915.01,MIL,SAAFM_S,03,12.00,Silver Queen Commemoration       ,,1111,,Military,Flight and Aircraft,,
RSA,19890913.01,MIL,SAAFM_WWS,01,10.00,75th Ann First Operation Flight 1914    ,,,,Flight and Aircraft,Military,,
RSA,19891202.01,MIL,SAAFM_WWS,02,10.00,First Blow against enemy Watussi 1939    ,,,,Military,Flight and Aircraft,,
RSA,19900409.01,MIL,SAAFM_WWS,03,10.00,Aviation Corps in SWA 1915     ,,,,Flight and Aircraft,Military,,
RSA,19900430.01,MIL,SAAFM_WWS,04,10.00,Womens Auxiliary in SAAF      ,,,,Military,Flight and Aircraft,,
RSA,19900829.02,MIL,SAAFM_WWS,045,10.00,First SAAF Squadrons to East Africa    ,,,,Flight and Aircraft,Military,,
RSA,19901031.02,MIL,SAAFM_WWS,05,10.00,First attack in East Africa     ,,,,Military,Flight and Aircraft,,
RSA,19901031.03,MIL,SAAFM_WWS,07,10.00,First Air to Air victory in East Africa  ,,,,Military,Flight and Aircraft,,
RSA,19910628.01,MIL,SAAFM_WWS,08,10.00,26 Squadron operations in East Africa    ,,,,Military,Flight and Aircraft,,
RSA,19910930.01,MIL,SAAFM_WWS,09,10.00,Operation Treacle and Crusader      ,,,,Military,Railway/Trains,,
RSA,19920115.03,MIL,SAAFM_WWS,10,10.00,Conclusion of West Africa Campaign     ,,,,Military,Flight and Aircraft,,
RSA,19920115.04,MIL,SAAFM_WWS,11,10.00,Ann Boston Tea Party      ,,,,Military,Flight and Aircraft,,
RSA,19920410.02,MIL,SAAFM_WWS,12,10.00,CV 10 Madagascar Campaign      ,,,,Military,Flight and Aircraft,,
RSA,19920630.01,MIL,SAAFM_WWS,13,10.00,Ann Gazala Gallop       ,,,,Military,Flight and Aircraft,,
RSA,19920831.01,MIL,SAAFM_WWS,14,10.00,Lockheed Ventura        ,,,,Military,Flight and Aircraft,,
RSA,19931101.01,MIL,SAAFM_WWS,15,10.00,50th Ann Tribute to SAAF Prisoners of War  ,,,,Military,,,
RSA,19940616.01,MIL,SAAFM_WWS,16,10.00,SAAF Involvment in the Balkan     ,,,,Military,Flight and Aircraft,,
RSA,19941031.02,MIL,SAAFM_WWS,17,10.00,SAAF Photo Reconnaissance       ,,,,Military,Flight and Aircraft,,
RSA,19950509.01,MIL,SAAFM_WWS,18,10.00,50th Ann Victory in Europe     ,,,,Military,,,
RSA,19950731.01,MIL,SAAFM_WWS,19,10.00,50th Ann SAAF Shuttle Service     ,,,,Military,Flight and Aircraft,,
RSA,19951031.01,MIL,SAAFM_WWS,20,10.00,50th Ann SAAF in Far East    ,,,,Military,Flight and Aircraft,,
RSA,19870126.01,MIL,SAAR,01,5.00,Cape Flats Bataljion       ,,,,Military,,,
RSA,19870401.02,MIL,SAAR,02,5.00,2 SA Infantry Battalion      ,,,,Military,,,
RSA,19870401.03,MIL,SAAR,03,5.00,3 SA Infanty 25 years     ,,,,Military,,,
RSA,19870401.04,MIL,SAAR,04,5.00,4 SA Infantry Battalion      ,,,,Military,,,
RSA,19870401.05,MIL,SAAR,05,5.00,5 SA Infantry Training Unit     ,,,,Military,,,
RSA,19870401.06,MIL,SAAR,06,5.00,6 SA Infantry Training Unit     ,,,,Military,,,
RSA,19870701.01,MIL,SAAR,07,$,SA Army College Voortrekkerhoogte      ,,507,,Military,,,
RSA,19870702.01,MIL,SAAR,08,5.00,Sandton Commando        ,,,,Military,,,
RSA,19870919.01,MIL,SAAR,09,5.00,Magol Commando Sandton       ,,,,Military,,,
RSA,19871022.01,MIL,SAAR,10,5.00,Natal Field Artillery       ,,,,Military,,,
RSA,19871210.01,MIL,SAAR,11,5.00,Hilcrest Regiment        ,,,,Military,,,
RSA,19880118.01,MIL,SAAR,12,5.00,Army Battle School Postmasburg      ,,,,Military,,,
RSA,19880301.01,MIL,SAAR,13,5.00,Wemmer Pan Commando       ,,,,Military,,,
RSA,19880502.01,MIL,SAAR,14,5.00,State Presidents Unit (1)      ,,,,Military,,,
RSA,19880701.01,MIL,SAAR,15,5.00,Pretoria Regiment        ,,,,Military,,,
RSA,19881001.01,MIL,SAAR,16,5.00,Infantry School        ,,,,Military,,,
RSA,19881101.01,MIL,SAAR,17,5.00,Danie Theron Combat School      ,,,,Military,,,
RSA,19881101.02,MIL,SAAR,18,5.00,SA Corps of Signals      ,,,,Military,,,
RSA,19890103.01,MIL,SAAR,19,5.00,Regiment Bloemspruit        ,,,,Military,,,
RSA,19890516.01,MIL,SAAR,20,5.00,Umvoti Mounted Rifles       ,,,,Military,,,
RSA,19890909.01,MIL,SAAR,21,5.00,SA Irish Regiment       ,,,,Military,,,
RSA,19891002.01,MIL,SAAR,22,5.00,Pretoria Highlanders Regiment       ,,,,Military,,,
RSA,19891104.01,MIL,SAAR,23,5.00,JHB South Regiment       ,,,,Military,,,
RSA,19891110.01,MIL,SAAR,24,5.00,Technical Service Corps       ,,,,Military,,,
RSA,19900201.01,MIL,SAAR,25,5.00,School of Engineers       ,,,,Military,,,
RSA,19900204.01,MIL,SAAR,26,5.00,Group 4 Headquarters       ,,,,Military,,,
RSA,19900502.01,MIL,SAAR,27,5.00,Group 18 Headquarters       ,,,,Military,,,
RSA,19900502.02,MIL,SAAR,28,5.00,Group 24 Headquarters       ,,,,Military,,,
RSA,19900906.01,MIL,SAAR,29,5.00,Schanskop Commando        ,,,,Military,,,
RSA,19900911.01,MIL,SAAR,30,5.00,Group 9 Headquarters       ,,,,Military,,,
RSA,19901101.03,MIL,SAAR,31,5.00,Vaal Commando        ,,,,Military,,,
RSA,19910521.01,MIL,SAAR,32,5.00,School of Armour       ,,,,Military,,,
RSA,19910629.01,MIL,SAAR,33,5.00,4 Artillery Regiment       ,,,,Military,,,
RSA,19920410.01,MIL,SAAR,34,5.00,ARMY Womans College       ,,,,Military,,,
RSA,19920725.01,MIL,SAAR,35,5.00,Vhembe Nature Reserve       ,,,,Military,,,
RSA,19931001.01,MIL,SAAR,36,5.00,1 Reconaissance Unit       ,,,,Military,,,
RSA,19870701.02,MIL,SADF,01,$,SA Defence Force 75 Years     ,,507,,Military,,,
RSA,19870925.01,MIL,SADF,02,5.00,Nature and Environmental Conservation      ,,,,Military,,,
RSA,19880402.01,MIL,SADF,03,5.00,Permanent Force        ,,,,Military,,,
RSA,19880701.02,MIL,SADF,04,5.00,Citizen Force        ,,,,Military,,,
RSA,19881101.03,MIL,SADF,05,5.00,SA Corps of Military Police     ,,,,Military,Police,,
RSA,19890601.01,MIL,SADF,06,5.00,SA Defence Force Institute      ,,,,Military,,,
RSA,19890804.01,MIL,SADF,07,5.00,SA and the First World War    ,,,,Military,,,
RSA,19890906.01,MIL,SADF,08,5.00,SA and the Second World War    ,,,,Military,,,
RSA,19900330.01,MIL,SADF,10,5.00,SA National Museum of Mil History    ,,,,Museums,Military,,
RSA,19901031.01,MIL,SADF,11,5.00,Leaders of the SADF      ,,,,Military,,,
RSA,19910705.01,MIL,SADF,13,10.00,Battle of Delville Wood      ,,,,Military,,,
RSA,19911123.01,MIL,SADF,12,5.00,Battle of Sidi Rezegh      ,,,,Military,,,
RSA,19920620.01,MIL,SADF,14,5.00,Battle of Tobruk       ,,,,Military,,,
RSA,19921023.01,MIL,SADF,15,5.00,Battle of El-Alemain       ,,,,Military,,,
RSA,19790317.01,MIL,SAN,01,150.00,Ann of submarine Maria van Riebeeck    ,,,,Military,Ships/Maritime,,
RSA,19800201.01,MIL,SAN,02,20.00,Naval Volunteer Service no 2     ,,,,Ships/Maritime,Military,,
RSA,19820701.01,MIL,SAN,03,20.00,SAS Oswald Pirow       ,,,,Military,Ships/Maritime,,
RSA,19821013.01,MIL,SAN,04,15.00,3 Capitals Road Relay PTA     ,,,,Military,Sport,,
RSA,19831013.01,MIL,SAN,05,15.00,Swans         ,,254,,Military,Ships/Maritime,,
RSA,19850318.01,MIL,SAN,06,15.00,21 Years SAS Pres Pretorius     ,,,,Ships/Maritime,Military,,
RSA,19850430.01,MIL,SAN,07,15.00,SAS Inkonkoni Centenary       ,,,,Military,Ships/Maritime,,
RSA,19851130.01,MIL,SAN,08,15.00,SA Naval Dockyard       ,,,,Military,Ships/Maritime,,
RSA,19860602.01,MIL,SAN,10,10.00,SAS Wingfield 30 Years      ,5000,,,Flight and Aircraft,Military,,
RSA,19871224.01,MIL,SAN,11,15.00,40 years SAS Pietermaritzburg      ,,,,Ships/Maritime,Military,,
RSA,19880617.01,MIL,SAN,12,15.00,SAS Simonsberg        ,5000,,,Ships/Maritime,Military,,
RSA,19880810.01,MIL,SAN,13,15.00,SAS Tafelberg        ,5000,,,Military,Ships/Maritime,,
RSA,19890422.01,MIL,SAN,14,15.00,Admiralty House        ,6000,,,Military,,,
RSA,19890904.01,MIL,SAN,15,15.00,SA Naval Dockyard Durban      ,5000,,,Military,Ships/Maritime,,
RSA,19900316.01,MIL,SAN,16,20.00,Ann of launching Maria van Riebeeck    ,,,,Ships/Maritime,Military,,
RSA,19901128.01,MIL,SAN,17,15.00,SA Natal Printing Press Simons Town    ,,,,Military,,,
RSA,19920401.01,MIL,SAN,18,15.00,70 Years SA Navy      ,,,,Military,Ships/Maritime,,
RSA,19930608.01,MIL,SAN,19,15.00,SAS Outeniqua        ,,,,Military,Ships/Maritime,,
RSA,19950902.01,MIL,SAN,20,20.00,50th Ann of V-J Day     ,,,,Military,Ships/Maritime,,
RSA,19960721.01,MIL,SAN,21,20.00,SAS Donkin        ,,,,Military,Ships/Maritime,,
RSA,19970405.01,MIL,SAN,22,20.00,International Fleet Review Pres Mandela     ,,909,,Military,Ships/Maritime,Presidents and Leaders,
RSA,19991101.03,MIL,SAN,23,20.00,SY Voortrekker        ,,,,Military,Ships/Maritime,,
RSA,19860925.08,FDC,SAPF,01,$$$,MS The Golden City     ,,481,,Mining/Minerals,Towns/Cities History,,
RSA,19870903.03,FDC,SAPF,02,$$,MS Paarl      ,,511,,Stamp Exhibition,,,
RSA,19880203.02,FDC,SAPF,03,$$$,MS Dias      ,,524,,Ships/Maritime,,,
RSA,19890209.02,FDC,SAPF,04,$$$,MS Coelacanth      ,,554,,Museums,Fish and Marine Life,,
RSA,19900802.02,FDC,SAPF,05,$$$,MS Birds      ,,607,,Birds,,,
